Gene.symbol,x axis,y axis,Unnamed: 3,Gene.symbol.1,x axis.1,y axis.1,Gene.symbol.2,x axis.2,y axis.2,Unnamed: 10,Gene.symbol.3,x axis.3,y axis.3,Unnamed: 14,Gene.symbol.4,x axis.4,y axis.4,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
ASPH,1.203,2.264,,GLMP,0.986,6.39,GPSM3,0.406,3.49,,KIF20A,0.879,3.714,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
KIFC1,1.201,5.081,,GLRX3,0.213,1.634,GPX2,1.426,2.262,,KIF24,0.232,2.961,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ERV3-2,1.2,2.06,,GLS,1.433,9.268,GPX7,0.622,3.93,,KIF4A,0.305,2.976,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
RPP40,1.199,4.421,,GLUD1P3,1.016,14.765,GPX8,0.49,3.047,,KIR2DL5A,0.214,3.095,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
NFYA,1.198,5.511,,GLUL,1.173,2.347,GRB14,-0.93,2.943,,KIR2DS3,0.313,5.263,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
NSUN5P2///NSUN5P1,1.197,5.757,,GM2A,0.674,5.906,GREB1,-0.191,3.005,,KLF15,-0.535,3.093,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BRAT1,1.195,5.356,,GMCL1,0.815,5.199,GRIA4,-0.034,2.686,,KLF3,-0.875,3.887,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MCM5,1.194,4.034,,GMEB1,0.381,3.32,GRK3,1.345,4.485,,KLF7,-0.97,3.008,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BCCIP,1.193,3.132,,GMNN,2.087,22.206,GRK4,-0.256,2.702,,KLHL15,-0.842,5.36,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
C6orf136,1.192,4.959,,GMPPA,0.398,2.661,GSDMA,-0.351,3.71,,KLHL35,-0.28,3.133,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
PRUNE1,1.191,5.386,,GNAI2,-0.372,3.572,GSN,1.648,7.736,,KLK4,-0.265,2.963,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
VAMP1,1.19,2.525,,GNAL,0.95,4.574,GSPT2,-0.303,2.605,,KLK8,-0.461,3.208,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
C8orf59,1.188,2.518,,GNAT1,1.29,3.193,GSTA4,0.405,2.171,,KLLN,-0.262,2.874,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
DCLRE1B,1.187,3.436,,GNAZ,3.94,21.076,GSTP1,0.745,2.65,,KMT2A,-0.714,3.305,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ZNF827,1.183,3.08,,GNB3,1.771,6.802,GSTZ1,-0.744,2.223,,KMT2D,0.224,3.06,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CHKA,1.181,3.025,,GNG11,-0.742,3.486,GTF2H4,-0.412,3.548,,KPNA2,1.131,4.786,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
C1orf131,1.179,4.41,,GNLY,-0.637,1.731,GTF2IRD1,-0.213,2.228,,KRT10,-0.564,3.28,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CRIPT,1.178,2.994,,GNPDA1,0.442,3.641,GTF2IRD2,-0.984,7.061,,KRT23,3.356,3.347,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ALDH18A1,1.177,2.059,,GNPDA2,0.493,1.641,GUK1,0.318,3.201,,KRTCAP3,-0.786,4.349,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
DNMT1,1.176,3.92,,GNRHR2,0.66,7.641,GULP1,1.083,3.12,,KXD1,0.435,3.07,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
SAP130,1.175,5.284,,GOLGA3,0.642,6.369,GUSBP11,1.671,5.582,,L3MBTL3,-0.532,4.824,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
METTL18,1.174,2.975,,GOLM1,1.127,2.674,GVINP1,0.893,3.507,,LAGE3,0.466,2.983,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
LOC101930591///FAM21C,1.173,5.735,,GOLPH3L,1.174,13.444,GXYLT2,0.436,3.273,,LAMP3,2.301,5.385,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ZNF618,1.169,2.543,,GON4L,0.821,11.678,GYPA,-0.046,2.463,,LARP1B,-0.628,3.157,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GTF2IRD1,1.168,4.693,,GPATCH2,0.809,5.861,GYPC,-0.31,4.839,,LARS,0.463,3.555,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EXOSC4,1.167,3.147,,GPATCH3,0.203,1.348,GZMA,1.323,3.933,,LENG8,1.044,2.93,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CCSAP,1.165,4.962,,GPATCH4,0.794,8.62,GZMB,1.66,3.311,,LGALS4,2.29,4.118,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
DARS2,1.163,4.055,,GPC1,-0.906,1.83,GZMK,1.564,4.285,,LGALS8,0.248,3.016,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ARHGEF28,1.162,2.921,,GPD2,0.825,8.072,H2AFY2,0.913,6.054,,LGI1,-0.785,3.34,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CLIC1,1.161,2.598,,GPN1,0.386,3.213,H3F3AP4,0.37,4.317,,LGI2,-0.661,4.221,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
PDGFA,1.158,2.496,,GPR137C,2.053,14.978,HACD1,0.281,2.349,,LGI4,0.342,3.214,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
OLA1,1.157,3.868,,GPR158,2.342,3.503,HACD3,-0.627,2.894,,LGR4,-0.558,5.169,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FAP,1.156,2.801,,GPR160,0.929,3.412,HAPLN3,0.25,2.927,,LHX3,2.102,5.018,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ENTPD1,1.155,2.201,,GPR161,0.672,2.211,HAPLN4,-0.673,2.493,,LILRB2,-0.68,3.225,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GALT,1.154,2.205,,GPR176,1.062,2.695,HCG4,0.873,4.034,,LINC00597,1.317,3.039,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CNIH4,1.152,2.397,,GPR35,1.676,4.466,HCP5,0.654,3.857,,LINC00642,-0.241,2.896,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
AIM1L,1.151,3.286,,GPR82,-0.996,1.884,HDDC2,0.379,2.525,,LINC00926,0.827,3.734,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
HTATIP2,1.15,2.9,,GPR88,2.003,2.383,HDGFRP3,0.182,2.476,,LINC00936,-0.763,3.913,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
HLA-DOB,1.149,2.265,,GPR89B,0.458,2.61,HEBP2,-0.687,3.84,,LINC01016,-0.243,2.91,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FGFR4,1.148,2.977,,GPRIN1,1.865,9.136,HEG1,0.853,4.477,,LINC01151,0.653,5.132,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
LMNB1,1.145,2.621,,GPSM1,1.563,5.641,HENMT1,0.691,5.373,,LINC01279,1.838,3.51,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ATP9A,1.144,3.022,,GPSM2,0.573,7.242,HEPH,1.727,6.453,,LINGO3,-0.521,3.048,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BUB3,1.143,7.248,,GPX7,1.753,6.117,HERC5,1.753,3.23,,LINS1,1.051,3.03,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
LINC01004,1.141,3.804,,GRB2,0.21,1.758,HERC6,0.392,2.257,,LIPF,-0.316,4.513,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
POLR3C,1.14,5.104,,GREB1,1.7,4.809,HEY2,-0.666,3.26,,LMBRD2,0.423,3.402,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
TMEM8B,1.139,4.568,,GREB1L,1.369,5.624,HEYL,0.731,2.388,,LMTK3,-0.459,2.935,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ADA,1.137,2.78,,GRIN2D,1.616,2.908,HIGD2A,0.294,2.829,,LOC728392,0.88,3.758,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CPT1A,1.136,3.007,,GRIP2,0.64,1.498,HIST1H2BK,0.687,4.453,,LPAR1,-0.767,2.949,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MAGEC1,1.135,2.194,,GRPEL2-AS1,0.903,6.845,HIST1H2BM,-0.278,2.506,,LRCH1,-0.207,3.575,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ATP1B1,1.134,3.93,,GSK3B-DT,1.235,7.256,HIVEP1,-0.717,4.667,,LRCH3,0.315,2.999,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
DSTYK,1.133,3.797,,GSPT1,-0.243,1.379,HIVEP2,0.79,2.731,,LRP11,0.583,4.78,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MED12,1.132,3.591,,GSTA4,1.351,5.721,HKDC1,1.271,2.532,,LRRC20,1.178,5.206,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BIRC5,1.131,5.447,,GSTCD,0.872,5.187,HLA-A,0.732,4.357,,LRRC69,1.239,3.148,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
IFT81,1.13,3.603,,GSTM4,-0.696,2.002,HLA-B,0.468,2.313,,LRRC8D,0.594,3.009,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GLMP,1.129,2.56,,GSTP1,-0.618,1.561,HLA-C,1.117,7.496,,LRRN3,-0.427,3.352,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MMP11,1.128,2.588,,GTF2B,-0.315,1.647,HLA-DMA,1.543,6.151,,LSR,0.77,4.009,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ANKLE2,1.125,4.308,,GTF2H1,0.175,1.424,HLA-DMB,0.915,4.011,,LUC7L3,0.664,3.35,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
TPGS2,1.124,2.735,,GTF2H2,0.677,9.54,HLA-DPA1,1.375,6.773,,LUNAR1,-0.166,3.015,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
B3GAT3,1.123,3.575,,GTF2H2B,0.843,13.519,HLA-DPB1,0.559,2.967,,LY6G6C,0.229,3.595,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GOLGA8A,1.122,2.108,,GTF2IRD2,-0.377,1.367,HLA-DQB1,1.179,5.626,,LYSMD3,0.327,3.304,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
NUDCD1,1.121,2.442,,GTF2IRD2B,-0.442,2.033,HLA-DRB1,1.272,6.563,,LYSMD4,0.273,3.435,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CDK16,1.12,5.417,,GTF3C2-AS2,0.989,8.767,HLA-DRB6,0.497,3.478,,MAGEA1,1.273,3.639,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ZNF300,1.119,3.34,,GTSE1,3.698,43.394,HLA-F,0.506,2.275,,MAGIX,0.257,2.926,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
PGBD1,1.118,4.068,,GUCY1A2,0.75,1.312,HLA-G,0.678,4.712,,MALAT1,1.029,3.72,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BCR,1.117,2.535,,GUSB,-0.363,1.52,HLA-H,1.012,3.456,,MAP3K10,0.225,3.052,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
COG5,1.116,4.142,,GUSBP17,0.855,4.544,HLA-J,1.588,7.51,,MAP3K11,0.513,4.101,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
SYNJ2,1.114,2.235,,GUSBP3,0.785,4.676,HMGB2,0.33,2.157,,MAP7,-0.771,4.268,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
TDRD7,1.113,5.012,,GXYLT2,1.507,2.341,HMGN4,0.623,4.42,,MAPK1IP1L,0.787,3.97,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
KIAA1524,1.112,3.913,,H2AC18,1.341,4.581,HMMR,3.509,39.444,,MAPT,-0.214,3.486,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EIF3B,1.111,3.346,,H2AC19,1.338,4.554,HNF4A,-0.185,2.161,,MARVELD3,0.391,2.921,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
RRAGD,1.11,2.464,,H2AC20,1.384,5.307,HNRNPA1,0.431,5.767,,MBNL3,-0.784,4.23,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
H2AFY2,1.109,2.727,,H2AC8,1.662,4.291,HNRNPH2,0.139,2.219,,MBP,-0.757,3.264,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
RAB11FIP4,1.108,3.762,,H2AX,1.511,15.138,HNRNPL,-0.344,3.073,,MBTPS1,-0.48,3.421,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CDC25B,1.107,3.105,,H2BC18,1.813,8.41,HOMER2,-0.616,2.907,,MCM8,-0.387,3.401,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EPM2AIP1,1.106,5.411,,H2BC20P,2.376,15.672,HOXA10,-0.064,3.089,,MDM2,0.881,3.417,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
PPP1R35,1.105,5.23,,H2BC21,1.112,4.504,HOXB2,1.053,3.209,,MDM4,0.626,3.005,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ZNF346,1.104,6.715,,H3-3A,0.475,3.597,HPD,0.53,2.473,,MED17,0.487,3.235,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CNOT11,1.103,4.661,,H3C10,2.89,8.356,HSBP1L1,-0.801,6.943,,MED24,0.453,2.95,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ANP32E,1.102,2.179,,H3C6,1.744,6.134,HSD17B11,-0.141,2.177,,MED28,0.662,3.062,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ZNF550,1.101,2.641,,H4C14,1.582,6.586,HSD17B3,-0.219,2.323,,MELTF,-0.2,3.185,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
LOC100506123///LOC100506076,1.1,2.9,,H4C15,1.602,6.705,HSFY2,0.108,2.19,,METTL17,0.431,2.914,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
KLHL7,1.099,3.751,,HABP2,-0.927,2.393,HSH2D,0.476,5.339,,METTL9,0.894,2.889,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
C12orf56,1.098,2.787,,HACL1,-0.441,1.467,HSPA2,0.723,2.776,,MFAP3L,-0.682,3.771,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MAP4K4,1.097,2.272,,HAGHL,1.982,6.918,HSPA4L,1.601,5.189,,MGAT4B,0.889,4.777,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
KIAA1429,1.096,4.767,,HAPLN3,1.952,4.766,HSPB2,0.574,3.275,,MIA2,-0.88,4.077,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EPRS,1.095,3.777,,HASPIN,3.222,14.063,HSPB8,1.498,4.21,,MICAL1,1.154,3.906,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
HSPA4,1.092,5.145,,HAT1,0.393,3.743,HSPB9,-0.725,3.354,,MICALL2,-0.575,3.836,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FAM131A,1.091,2.56,,HAVCR1,1.905,3.814,IAH1,0.643,2.52,,MICB,1.233,2.967,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ANO10,1.09,3.222,,HAX1,0.304,1.646,ICE2,-0.209,2.642,,MICU2,0.473,3.506,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ACBD6,1.089,6.167,,HBEGF,-0.918,2.12,ID3,1.157,5.386,,MID1,0.988,2.957,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EIF2S3,1.085,2.797,,HBS1L,-0.318,1.586,ID4,2.304,5.812,,MIEF2,0.348,4.525,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ANXA2P2,1.084,2.151,,HCFC2,0.242,1.338,IFI16,0.502,3.012,,MIR1204///PVT1,1.634,3.096,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
SNORD88C///C19orf48,1.081,3.734,,HCG15,1.917,7.127,IFI27,4.679,8.445,,MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D,0.694,2.911,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EIF3E,1.08,4.885,,HCG18,0.871,13.25,IFI27L2,0.614,2.799,,MIR503HG,-0.935,3.788,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
DAP3,1.079,4.503,,HDAC11,1.626,10.874,IFI30///PIK3R2,0.894,3.211,,MIR7110///PDIA5,-0.884,4.883,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MANEAL,1.078,2.625,,HDAC4,0.894,9.295,IFI44,0.55,2.189,,MITF,0.276,3.316,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
HNRNPU,1.076,7.334,,HEATR1,0.904,6.689,IFI44L,3.297,3.953,,MMACHC,-0.686,3.039,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
IARS,1.075,3.144,,HECA,-0.5,1.69,IFI6,0.984,2.44,,MN1,-0.366,3.243,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
SLC12A2,1.074,3.163,,HECTD2,1.35,18.274,IFIT1,2.694,3.059,,MPDU1,-0.965,3.004,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MAF1,1.073,3.144,,HECTD3,-0.422,2.337,IFITM1,1.462,3.899,,MRPL54,-0.669,3.062,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
B3GNTL1,1.072,3.132,,HEG1,0.447,1.699,IFITM2///IFITM1,1.465,4.119,,MRPS21,0.412,2.991,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FAM50A,1.071,5.814,,HELLS,2.984,26.359,IFT27,-0.525,3.311,,MTDH,0.587,3.735,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GPR107,1.07,2.693,,HES1,-0.939,4.086,IFT88,-0.515,5.614,,MTHFD2L,-0.414,3.048,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CACYBP,1.069,3.613,,HEYL,1.059,1.828,IGF2R,-0.458,4.965,,MTIF2,0.381,3.581,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BTN2A1,1.068,5.559,,HHLA3,-0.587,6.548,IGFBP6,1.062,4.771,,MTO1,-0.776,2.959,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
AATF,1.067,4.719,,HIGD1A,-0.617,2.793,IGFBP7,1.084,3.526,,MTUS1,-0.86,2.988,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FOXK2,1.066,3.964,,HILPDA,1.243,8.675,IGHA2///IGHA1///IGH,2.674,5.21,,MUC13,2.57,5.943,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ASPHD1,1.065,2.58,,HIPK3,-0.306,1.594,IGHD,2.835,4.945,,MUC6,-0.704,3.251,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CDC45,1.064,4.924,,HIVEP1,-0.572,2.677,IGHG1///IGHD///IGHA2///IGH,1.56,3.942,,MUM1,-0.598,3.479,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
MAU2,1.063,4.924,,HIVEP2-DT,-0.8,1.482,IGHM,2.066,3.531,,MVK,-0.912,3.114,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
UGGT1,1.062,2.959,,HJURP,4.651,44.788,IGHM///IGHG1,2.584,4.658,,MX1,2.31,5.251,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
OAS3,1.061,2.214,,HKDC1,2.334,4.534,IGHM///IGHG1///IGHA1,1.389,4.604,,MYBL1,1.282,3.062,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
RFX6,1.06,2.069,,HLA-E,-0.466,1.671,IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1,2.728,4.303,,MYCBP2,0.871,3.128,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FAM49B,1.059,3.848,,HLTF-AS1,1.193,5.992,IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHA2///IGHA1,2.324,4.14,,MYCN,0.321,3.327,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
FRG1BP,1.058,2.379,,HMCES,-0.283,2.479,IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH,2.249,3.277,,MYH14,0.736,3.49,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CENPQ,1.057,2.442,,HMCN2,1.233,1.582,IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,3.375,5.474,,MYH4,0.725,3.131,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GARS,1.056,3.283,,HMGA1,1.441,7.583,IGHV4-31///IGHA1,1.774,3.451,,MYL12B,0.57,3.25,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
EIF3CL///EIF3C,1.055,2.319,,HMGB2,1.214,11.182,IGHV4-31///IGHM///IGHG1///IGHA1,2.244,4.397,,MYLIP,0.675,3.238,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
NUP37,1.054,3.421,,HMGN2,0.473,3.356,IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1,2.845,4.976,,MYOF,0.486,3.834,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BRCA2,1.053,2.969,,HMMR,3.509,39.444,IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1,2.377,4.6,,MYOM2,-0.525,3.871,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CTSC,1.052,3.184,,HMMR-AS1,3.361,24.302,IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH,2.097,4.774,,MYOM3,-0.319,4.596,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
HSDL1,1.051,2.898,,HNF1A-AS1,1.724,8.357,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1,3.696,5.554,,NAA50,-0.934,3.005,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BAX,1.05,2.476,,HNMT,-0.424,1.463,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,2.681,5.27,,NAA60,0.625,3.669,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CADM1,1.049,2.115,,HNRNPH1,0.384,3.403,IGK,2.146,3.432,,NAAA,-0.651,3.301,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ZNF57,1.048,2.128,,HNRNPL,0.157,1.333,IGK///IGKC,3.532,5.69,,NAALAD2,-0.173,3.038,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
BZW2,1.047,2.74,,HNRNPM,0.221,1.942,IGKV1OR2-108,3.409,6.368,,NAB1,-0.822,3.052,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ACLY,1.046,2.84,,HNRNPR,0.535,8.646,IGKV1OR2-118,3.107,6.264,,NACC1,-0.429,3.125,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
HPS1,1.045,3.27,,HNRNPU,0.617,7.209,IGLC1,3.01,7.593,,NAPB,0.737,4.303,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
SRPK2,1.044,5.861,,HOMER1,1.258,2.636,IGLJ3,2.729,5.164,,NAPSB,-0.697,3.859,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CEP128,1.043,3.014,,HOOK1,-0.458,2.204,IGLJ3///CKAP2,1.971,5.307,,NASP,-0.55,3.64,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
PFKFB2,1.041,3.948,,HOXD4,4.008,9.687,IGLJ3///CKAP2///IGLV@///IGLC1,2.46,4.677,,NAT8B,1.066,4.414,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
ALB,1.04,3.687,,HP09053,0.588,3.966,IGLJ3///IGLV@///IGLC1,2.865,5.302,,NAV1,1.195,3.663,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
POGZ,1.039,4.058,,HP1BP3,0.334,2.429,IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,2.684,5.272,,NAV3,2.805,4.943,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
CCDC134,1.038,4.252,,HRCT1,2.13,5.264,IGLL3P,2.521,7.216,,NCAPG,0.856,5.27,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
LOC100506639///ZNF131,1.036,3.815,,HS3ST2,2.105,6.379,IGLL5,2.564,5.024,,NCKAP1,-0.929,3.087,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
SLCO2A1,1.035,3.942,,HSD17B4,-0.665,2.605,IGLV1-44,2.724,7.441,,NDC80,1.351,3.026,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
RECK,1.034,2.375,,HSD3BP4,1.116,2.352,IGSF11,-0.22,3.066,,NDEL1,-0.754,3.125,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GTPBP2,1.033,3.094,,HSPB1,1.103,5.465,IGSF9,-0.492,2.28,,NDN,-0.917,3.062,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
GPAA1,1.031,2.67,,HSPB11,0.37,2.114,IL10RB,0.327,2.379,,NDUFB4,0.227,2.937,,AAAS,0.21484971098265895,4.1221387283237,,,Cirrhotic,Training
